المعرف,وثيقته,النمط,نصه
UXP-051,E-02,أخرى,"شاشات ما بعد الاعتماد تقرأ من سجل الوحدات القانوني بوصفه طبقة الحقيقة، وبياناته مشتقة من إدخال التايم شيت اليومي متصلة به مرجعيًّا بلا إعادة إدخال. § UXP-051 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«شاشات ما بعد الاعتماد تقرأ من سجل الوحدات القانوني ب…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-052,E-03,أخرى,"مركز تقارير واحد — نطاقُ الحكم § UXP-052 § اختبارُ منع: بمعطى محاولةٍ تخالف «كل التقارير عبره ببحث وتصنيف —» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-053,E-03,أخرى,"التنبيه بسبب وقفزة — نطاقُ الحكم § UXP-053 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«كل تنبيه يحمل سببه وزر الانتقال إلى موضع الفعل — ولا…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-054,E-03,أخرى,"Redirects إلزامية — نطاقُ الحكم § UXP-054 § اختبارُ منع: بمعطى محاولةٍ تخالف «كل مسار قديم يُحوَّل آليًّا لموضعه الجديد» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-055,E-04,ظهور,"بعد كل مرحلة تغيير تُختبر مصفوفة صلاحيات كل دور كاملة، ويثبت الفحص الآلي صفر روابط ميتة أو مكررة. § UXP-055 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«بعد كل مرحلة تغيير تُختبر مصفوفة صلاحيات كل دور كامل…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-056,E-03,أخرى,"لا فقدان وظيفة — نطاقُ الحكم § UXP-056 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«إعادة التقديم دمج ونقل وإخفاء موثَّق —» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-057,E-01·E-02·E-03·E-04·E-06,أخرى,"عتبات الاختبار والقبول — نطاقُ الحكم § UXP-057 § اختبارُ قبولٍ شامل: بمعطى بيئةٍ مهيَّأةٍ لـ«إنجاز المهمة دون مساعدة ٨٠٪ فأعلى · زمن الإنجاز يُسج…» · وعند تنفيذ الحكم بكل حالاته المذكورة في نصِّه · فإن كلَّ بندٍ فيه يتحقق ويُوثَّق شاهدُه · ولا يُقبل الحكمُ بتحقق بعضه"
UXP-059,E-03,أخرى,"الاسم · الهدف · المستخدم · ما قبل الدخول وما بعده · الحالات الخمس (Loading · Empty · Error · Success · Offline) نصًّا وشكلًا · الأزرار بمواضعها وصلاحياتها · لوحة المفاتيح والاختصارات · السلوك على الأجهزة الأربعة · الأداء والتحميل · التحديث والتراجع · البحث والفلاتر والتصدير § UXP-059 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«الاسم · الهدف · المستخدم · ما قبل الدخول وما بعده · …» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ"
UXP-064,E-01·E-02·E-03·E-04·E-06,أخرى,"حالات الاختبار التنفيذية الإلزامية لكل شاشة ودورة وخدمة — نطاقُ الحكم § UXP-064 § اختبارُ قبولٍ شامل: بمعطى بيئةٍ مهيَّأةٍ لـ«حالات الاختبار التنفيذية الإلزامية لكل شاشة ودورة وخ…» · وعند تنفيذ الحكم بكل حالاته المذكورة في نصِّه · فإن كلَّ بندٍ فيه يتحقق ويُوثَّق شاهدُه · ولا يُقبل الحكمُ بتحقق بعضه"
UXP-065,E-03,أخرى,"لا شاشة خارج بطاقتها — نطاقُ الحكم § UXP-065 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«كل شاشة تنتمي إلى نوع واحد من الثمانية عشر ولها بطاق…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض"
UXP-066,E-04,ظهور,"الزر المخفي ليس أمانًا — نطاقُ الحكم § UXP-066 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«إخفاء الزر تجربة» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة"
UXP-067,E-03,أخرى,"البنية القياسية للصفحة بهذا الترتيب الرأسي أبدًا — نطاقُ الحكم § UXP-067 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«① ترويسة الصفحة (الاسم · جملة «ما هذه الشاشة؟» · الح…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض"
UXP-068,E-03,أخرى,"أنواع الشاشات الثمانية عشر بمكوّنات إلزامية ومحظورات — نطاقُ الحكم § UXP-068 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«أنواع الشاشات الثمانية عشر بمكوّنات إلزامية ومحظورات…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض"
UXP-069,E-03,أخرى,"قائمة (لا تحرير مباشر في الخلايا) · إدخال (لا أزرار اعتماد أو ترحيل) · تعديل (لا تعديل سجل معتمَد أو مقفل) · مراجعة (لا تغيير القيم مباشرة) · اعتماد (لا اعتماد جماعي بلا عرض تفاصيل) · قراءة فقط (لا أزرار حفظ أو حذف) · تفاصيل (لا إخفاء الحالة أو المالك) · لوحة (لا إدخال بيانات أو تحرير) · تقرير (لا حسابات تخالف مصدر الحقيقة) · طباعة (لا أزرار تفاعل داخل الصفحة) · إعدادات (لا تغيير بأثر رجعي صامت) · معالج (لا فقد بيانات عند الرجوع) · اختيار متعدد (لا إجراء صامت بلا تأكيد) · بحث متقدم (لا نتائج بلا"
UXP-070,E-03,أخرى,"الهوية (كودها ومسارها واسم عرضها العربي) · النوع · الجمهور والصلاحيات (الأدوار وصلاحية كل زر منفردًا) · المصادر التقنية (ما يُقرأ وما يُكتب بأسماء الإدارة) · دورة الحالات الخمس (تحميل · فارغة · خطأ · نجاح · دون اتصال بنصوصها المحددة) · الاستجابة والجوال · الأداء § UXP-070 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«الهوية (كودها ومسارها واسم عرضها العربي) · النوع · ا…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَ"
UXP-071,E-03,أخرى,"معيار الجداول (DataTables) — نطاقُ الحكم § UXP-071 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«المعالجة خادمية أبدًا للترقيم والفرز والبحث — ولا تح…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل"
UXP-072,E-03,أخرى,"حقل حر بتأخير 400 جزء من الثانية قبل الإرسال، ويبحث في الحقول المعرَّفة لا في كل عمود. § UXP-072 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «حقل حر بتأخير 400 جزء من الثانية قبل الإرسال» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة"
UXP-073,E-03,أخرى,"الصف — نطاقُ الحكم § UXP-073 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«ارتفاع 40 بكسل · إجراءات الصف أيقونات بتلميح عند الم…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل"
UXP-074,E-03,أخرى,"الأعمدة — نطاقُ الحكم § UXP-074 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «لا عمود بلا استعمال» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة"
UXP-075,E-03,أخرى,"حالات الجدول — نطاقُ الحكم § UXP-075 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«الفارغة جملة توجيه وزر الخطوة الأولى · التحميل هيكل …» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض"
UXP-076,E-03,أخرى,"التصدير بـPHPSpreadsheet بقالب موحّد يحمل معايير الفلترة الظاهرة وقت التصدير § UXP-076 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«التصدير بـPHPSpreadsheet بقالب موحّد يحمل معايير الف…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل"
UXP-077,E-03,أخرى,"وترتيب الحقول بترتيب تفكير المستخدم لا بترتيب الجدول. § UXP-077 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «النموذج أقسام معنونة» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة"
UXP-078,E-03,أخرى,"طبقات الحقول الثلاث — نطاقُ الحكم § UXP-078 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «يستنتجه النظام (معبّأً للتأكيد) · افتراضي يُعدَّل · …» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة"
UXP-079,E-03,أخرى,"والرسالة تحت الحقل نفسه بلغة العمل لا بأكواد § UXP-079 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «التحقق فوري عند مغادرة الحقل وشامل عند الحفظ» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة"
UXP-080,E-03,أخرى,"شاشات الإدخال الطويلة تحفظ مسودتها تلقائيًّا كل ثلاثين ثانية، وتستعيدها عند العودة بإشعار صريح. § — ذريّ § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«شاشات الإدخال الطويلة تحفظ مسودتها تلقائيًّا كل ثلاث…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل"
