n,route,current_name,canonical_ar,canonical_en,old_names,definition,owner_dept,level,canonical_group,sort,nature,dept_count,depts,decision,status,derivation,view_of,merge_into,retirement_status,route_variant,current_label,current_parent,current_order,section
298,Procurement/wh_count.php,"الجرد ومعالجة الفروقات","الجرد ومعالجة الفروقات","Wh Count",—,"تعرض الرصيد الدفتري محسوبًا من الحركات مقابل الجرد الفعلي المُدخَل، وتُسوّي الفرق بحركة «تسوية زيادةٍ أو عجز» بسببٍ موثَّق. الغرض ضبط المخزون بجردٍ حقيقيٍّ لا بتعديل عمود رصيد. يست","إدارة المخازن","2 — العمليات",الجرد,400,"شاشةٌ مستقلة",1,"أمين المستودع","يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"الجرد ومعالجة الفروقات","الجرد والرقابة","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","إدارة المخاز�"
299,Procurement/consumption_rate.php,"استهلاك المعدة ومعدله","استهلاك المعدة ومعدله","Consumption Rate",—,"تعرض استهلاك كل معدةٍ من الأصناف ومعدَّله. الغرض معرفة معدل الاستهلاك الطبيعي فيُكشف الشاذّ ويُضبط حدّ إعادة الطلب. يستخدمها أمين المستودع.","إدارة المخازن","2 — العمليات",الجرد,410,"تبويبٌ في ملفِّ الكيانِ الأم",1,"أمين المستودع","يُحوَّل تبويبًا في الملفِّ الأم + يُنقل إلى موضعِه المعياريّ",APPROVED,"دورةُ الإدارةِ المالكةِ في الحزمة",—,—,ACTIVE,—,"استهلاك المعدة ومعدله","الجرد والرقابة","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","إدارة المخاز�"
300,Transport/transfer_orders_list.php,"أوامر الترحيل","أوامر الترحيل","Transfer Orders List",—,"تعرض أوامر الترحيل بكود الحركة ونوعها واتجاهها ومرحلتها ومشروعها ومسارها من موقعٍ إلى موقع وتاريخها المخطط ومتحمِّل تكلفتها وقيمتها ووسمِ التأخّر. الغرض متابعة كل حركة ترحيلٍ ومعرف","النقل والترحيل","2 — العمليات","أوامر الترحيل",250,"شاشةٌ مستقلة",4,"أمين المستودع · إدارة الموقع · إدارة النقل والترحيل · ادارة الاسطول","يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"أوامر الترحيل","إصدار أمر الترحيل · الاستلام والفحص · التخصيص والحركة · معالجة ما تعثّرما ينتظر اعتمادي اليوم","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
301,Transport/transfer_requests.php,"طلبات الترحيل","طلبات الترحيل","Transfer Requests",—,"تعرض طلبات الترحيل بكودها ونوعها ومصدرها ومشروعها ومبرّرها وأولويتها وحالتها، مع نموذج إنشاء الطلب. الغرض أن يُطلب الترحيل ويُعتمد قبل تحويله إلى أمر ترحيلٍ فعلي. يستخدمها مدير الن","النقل والترحيل","2 — العمليات","أوامر الترحيل",250,"شاشةٌ مستقلة",6,"أمين المستودع · إدارة الموقع · إدارة النقل والترحيل · ادارة التشغيل · ادارة الصيانة · القوى التشغيلية","يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"طلبات الترحيل","استقبال الطلب · توزيع الموارد · طلبات الموقع · متابعة الصيانة · متابعة القوى · متابعة المخازن","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
302,Transport/transfer_close_cost.php,"إقفال الأمر وتحميل تكلفته","إقفال الأمر وتحميل تكلفته","Transfer Close Cost",—,"تُقفل أمر الترحيل المُسلَّم بتكلفته الفعلية محمَّلةً على مشروعه، بمقارنة المقدَّر بالفعلي. الغرض ختمُ الدورة بأمرٍ مقفلٍ وتكلفةٍ محمَّلةٍ على مركز تكلفتها. يستخدمها مدير النقل والت","النقل والترحيل","2 — العمليات","طلبات النقل",150,"شاشةٌ مستقلة",2,"إدارة المالية · إدارة النقل والترحيل","يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"إقفال الأمر وتحميل تكلفته","الإقفال وتحميل التكلفة · التكلفة والتحميل","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
303,Transport/transfer_arrival.php,"الوصول والتسليم","الوصول والتسليم","Transfer Arrival",—,"تعرض الأوامر الواصلة التي تنتظر تأكيد التسليم، بوجهتها ومركبتها ووقت وصولها. الغرض توثيق التسليم قبل الإقفال فتكتمل الدورة. يستخدمها مدير النقل والترحيل.","النقل والترحيل","2 — العمليات","طلبات النقل",150,"شاشةٌ مستقلة",1,"إدارة النقل والترحيل","يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"الوصول والتسليم","العمل اليومي","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
304,Transport/transfer_in_transit.php,"متابعة الرحلات في الطريق","متابعة الرحلات في الطريق","Transfer In Transit",—,"تعرض أوامر الترحيل التي غادرت ولم تصل بعد، بمركبتها وسائقها ومسارها ووقت مغادرتها ومدّة بقائها في الطريق. الغرض سدُّ فجوة الدورة بين المغادرة والوصول. يستخدمها مدير النقل والترحيل.","النقل والترحيل","2 — العمليات","أوامر الترحيل",250,"شاشةٌ مستقلة",1,"إدارة النقل والترحيل","يبقى كما هو",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"متابعة الرحلات في الطريق","لوحة الإدارة","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
305,Transport/transfer_dashboard.php,"لوحة الإدارة","لوحة الإدارة — النقل","Transfer Dashboard","لوحة الإدارة","تعرض لوحة متابعة رحلات الترحيل بمؤشّراتها ومواقعها ومشاريعها وتكاليفها. الغرض إعطاء صورةٍ سريعةٍ عن حركة الأسطول بين المواقع وتكلفتها. يستخدمها مدير النقل والترحيل.","النقل والترحيل","4 — التقارير والتحليلات","أوامر الترحيل",250,تقرير,1,"إدارة النقل والترحيل","يبقى تقريرًا في المستوى ٤ + يُنقل إلى موضعِه المعياريّ",APPROVED,"مطابقةٌ دلاليةٌ بمراحلِ دورةِ الإدارةِ المالكة",—,—,ACTIVE,—,"لوحة الإدارة","العمل اليومي","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
306,Transport/transfer_types_config.php,"إعدادات الترحيل","إعدادات الترحيل","Transfer Types Config",—,"تعرض الأنواع الستة للترحيل بكودها واسمها وفئتها التشغيلية ومتحمِّلها الافتراضي وحالتها. الغرض ضبط تسمية كل نوعٍ ومتحمِّله الافتراضي؛ والأنواع نفسها مزروعةٌ مسبقًا ولا تُنشأ من هنا.","النقل والترحيل","5 — البيانات المرجعية","البيانات المرجعية",900,"شاشةٌ مستقلة",1,"إدارة النقل والترحيل","يُنقل إلى موضعِه المعياريّ",PENDING_OWNER,"مجلدُ المسارِ والتصنيفُ الوظيفيّ — يلزم تصديقٌ من الوثيقةِ المالكة",—,—,ACTIVE,—,"إعدادات الترحيل","العمل اليومي","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
307,Transport/trs_locations_config.php,المواقع,المواقع,"Trs Locations Config",—,"تعرض مواقع الترحيل بكودها واسمها ونوعها (قاعدة · مشروع · ورشة · مكتب) ومشروعها وحالتها. الغرض تعريف نقاط الانطلاق والوصول التي تُبنى عليها المسارات والمسافات والتكاليف. يستخدمها مد","النقل والترحيل","5 — البيانات المرجعية","البيانات المرجعية",900,"شاشةٌ مستقلة",1,"إدارة النقل والترحيل","يُنقل إلى موضعِه المعياريّ",PENDING_OWNER,"مجلدُ المسارِ والتصنيفُ الوظيفيّ — يلزم تصديقٌ من الوثيقةِ المالكة",—,—,ACTIVE,—,المواقع,"العمل اليومي","من التصييرِ الحيِّ — يملؤه المبرمجُ من uxui_live_positions.tsv","النقل والترحيل"
